n.gram,counts,word.index
reverential,5,61572
reverently,5,61573
reveres,2,61574
reverie,9,61575
reversal,30,61576
reversals,4,61577
reverse,192,61578
reversed,51,61579
reverses,4,61580
reversible,17,61581
reversing,16,61582
reversion,5,61583
reves,6,61584
review,1188,61585
reviewed,162,61586
reviewer,50,61587
reviewers,43,61588
reviewing,110,61589
reviews,451,61590
revile,4,61591
reviled,13,61592
reviling,2,61593
revis,8,61594
revise,40,61595
revised,73,61596
revises,2,61597
revising,31,61598
revision,72,61599
revisionist,5,61600
revisions,45,61601
revisit,46,61602
revisited,29,61603
revisiting,27,61604
revisits,4,61605
revista,2,61606
revitalisation,2,61607
revitalization,5,61608
revitalize,13,61609
revitalized,6,61610
revitalizing,8,61611
revival,51,61612
revivalist,4,61613
revivalists,2,61614
revivals,6,61615
revive,44,61616
revived,26,61617
reviver,2,61618
reviving,11,61619
revkin,2,61620
revlon,16,61621
revo,2,61622
revocable,3,61623
revocation,8,61624
revoir,9,61625
revoke,15,61626
revoked,24,61627
revoking,5,61628
revolt,19,61629
revolted,7,61630
revolting,12,61631
revolts,4,61632
revolution,302,61633
revolutionaries,17,61634
revolutionary,121,61635
revolutionised,2,61636
revolutionize,9,61637
revolutionized,7,61638
revolutions,41,61639
revolve,17,61640
revolved,11,61641
revolver,13,61642
revolvers,4,61643
revolves,40,61644
revolving,34,61645
revs,8,61646
revue,12,61647
revues,3,61648
revulsion,7,61649
revved,2,61650
revving,6,61651
reward,218,61652
rewarded,66,61653
rewarder,4,61654
rewarding,99,61655
rewards,126,61656
rewash,2,61657
rewatch,6,61658
rewatched,2,61659
rewatching,5,61660
rewind,26,61661
rewinding,6,61662
rewired,4,61663
rework,6,61664
reworked,11,61665
reworking,8,61666
rewound,3,61667
rewrite,47,61668
rewrites,12,61669
rewriting,26,61670
rewritten,11,61671
rewrote,8,61672
rex,80,61673
rexroad,2,61674
rexy,3,61675
rey,30,61676
reye,2,61677
reyes,31,61678
reykjav,13,61679
reykjavik,9,61680
reyna,4,61681
reynold,4,61682
reynolda,3,61683
reynolds,47,61684
rez,13,61685
reza,9,61686
reznor,6,61687
rezoned,2,61688
rezoning,3,61689
rf,12,61690
rfa,2,61691
rfc,5,61692
rfd,2,61693
rfp,7,61694
rfs,2,61695
rft,2,61696
rg,33,61697
rgen,3,61698
rgiii,8,61699
rgio,2,61700
rh,11,61701
rhapsodic,3,61702
rhapsodizing,2,61703
rhapsody,19,61704
rhcp,6,61705
rhea,7,61706
rhead,4,61707
rhee,6,61708
rheingold,2,61709
rhema,2,61710
rhetoric,84,61711
rhetorical,25,61712
rhetorically,3,61713
rhett,2,61714
rheumatoid,13,61715
rheumatologist,2,61716
rheumatology,4,61717
rhianna,4,61718
rhiannon,9,61719
rhine,22,61720
rhinelander,2,61721
rhinerson,2,61722
rhines,2,61723
rhinestone,11,61724
rhinestones,37,61725
rhino,30,61726
rhinoceros,8,61727
rhinos,4,61728
rhizomes,3,61729
rhoades,3,61730
rhoda,4,61731
rhode,31,61732
rhodes,32,61733
rhodesia,3,61734
rhodium,3,61735
rhododendron,3,61736
rhododendrons,2,61737
rhodopsin,2,61738
rhombus,2,61739
rhonda,15,61740
rhone,12,61741
rhonj,2,61742
rhony,2,61743
rhp,16,61744
rhps,2,61745
rhs,4,61746
rhubarb,51,61747
rhum,2,61748
rhyme,64,61749
rhymed,3,61750
rhymer,2,61751
rhymes,42,61752
rhyming,19,61753
rhyne,6,61754
rhyno,2,61755
rhys,18,61756
rhythm,151,61757
rhythmic,31,61758
rhythmically,7,61759
rhythms,36,61760
ri,29,61761
ria,5,61762
riaa,6,61763
rial,5,61764
rialto,4,61765
rian,2,61766
rias,2,61767
riata,4,61768
rib,66,61769
ribaudo,2,61770
ribault,2,61771
ribbed,7,61772
ribbing,4,61773
ribbon,418,61774
ribboned,2,61775
ribbons,72,61776
ribcage,4,61777
ribeye,4,61778
riboflavin,3,61779
ribs,116,61780
ric,15,61781
rica,29,61782
rican,20,61783
ricans,2,61784
ricard,3,61785
ricardo,33,61786
ricci,7,61787
rice,710,61788
rich,1046,61789
richard,431,61790
richards,58,61791
richardso,2,61792
richardson,73,61793
richburg,2,61794
riche,5,61795
richer,68,61796
riches,52,61797
richest,51,61798
richey,6,61799
richie,51,61800
richland,3,61801
richly,27,61802
richman,8,61803
richmond,101,61804
richness,36,61805
richt,6,61806
richter,20,61807
ricigliano,2,61808
rick,322,61809
rickards,2,61810
ricker,3,61811
ricketts,15,61812
rickety,8,61813
rickey,30,61814
ricki,8,61815
rickie,14,61816
rickles,2,61817
rickman,8,61818
rickrack,3,61819
ricks,5,61820
rickshaw,2,61821
ricky,80,61822
rico,60,61823
ricochet,5,61824
ricocheted,3,61825
ricocheting,2,61826
ricon,2,61827
ricotta,41,61828
rid,334,61829
rida,7,61830
riddance,7,61831
riddell,2,61832
ridden,55,61833
ridding,13,61834
riddle,29,61835
riddlebaugh,2,61836
riddled,27,61837
riddler,3,61838
riddles,2,61839
riddley,4,61840
ride,1059,61841
ridenhour,2,61842
rider,92,61843
riders,102,61844
ridership,5,61845
rides,158,61846
ridge,164,61847
ridged,4,61848
ridgefield,4,61849
ridgeline,4,61850
ridgemont,3,61851
ridges,13,61852
ridgeville,3,61853
ridgeway,3,61854
ridgewood,3,61855
ridgway,2,61856
ridi,3,61857
ridic,8,61858
ridiculas,2,61859
ridicule,40,61860
ridiculed,22,61861
ridicules,2,61862
ridiculous,447,61863
ridiculously,111,61864
ridiculousness,12,61865
ridin,17,61866
riding,432,61867
ridings,5,61868
ridley,24,61869
rie,6,61870
riedel,5,61871
rief,2,61872
rieke,2,61873
rielle,3,61874
riemsdyk,4,61875
rien,2,61876
rienk,2,61877
ries,7,61878
riesling,23,61879
rieslings,5,61880
rieti,2,61881
rietz,2,61882
rieu,2,61883
rif,4,61884
rife,20,61885
riff,42,61886
riffic,2,61887
riffing,5,61888
riffle,2,61889
riffraff,2,61890
riffs,32,61891
rifkin,2,61892
rifle,73,61893
rifled,5,61894
rifleman,6,61895
rifles,34,61896
rifling,3,61897
rift,15,61898
rifters,2,61899
rifts,6,61900
rig,49,61901
rigamarole,2,61902
rigatoni,3,61903
rigby,10,61904
rigc,4,61905
rigg,2,61906
rigged,24,61907
rigging,19,61908
riggins,4,61909
riggle,2,61910
riggs,10,61911
right,12440,61912
righted,3,61913
righteous,87,61914
righteously,10,61915
righteousness,78,61916
rightfield,2,61917
rightful,16,61918
rightfully,35,61919
righthander,7,61920
righties,4,61921
righting,3,61922
rightly,68,61923
rightmost,2,61924
rightness,3,61925
rights,1101,61926
rightwing,8,61927
righty,14,61928
rigid,51,61929
rigidity,3,61930
rigidly,6,61931
rigmarole,2,61932
rigor,13,61933
rigorous,35,61934
rigorously,5,61935
rigors,9,61936
rigour,4,61937
rigours,4,61938
rigs,10,61939
rigsby,2,61940
rigueur,3,61941
rihanna,74,61942
rii,2,61943
riis,3,61944
rijkaard,2,61945
rik,4,61946
riken,2,61947
riker,10,61948
rikers,2,61949
riki,6,61950
rikki,2,61951
rikuo,2,61952
rile,4,61953
riled,8,61954
riley,136,61955
rileys,3,61956
rileysfoune,2,61957
rilke,5,61958
rilo,2,61959
rilon,3,61960
rim,104,61961
rima,3,61962
rimbaud,3,61963
rime,2,61964
rimes,2,61965
rimmed,22,61966
rimmel,8,61967
rimmer,2,61968
rimrock,2,61969
rims,12,61970
rimshot,4,61971
rin,8,61972
rina,2,61973
rinaldi,2,61974
rinaldo,2,61975
rincon,3,61976
rind,7,61977
rinde,3,61978
rines,3,61979
rinette,5,61980
ring,600,61981
ringed,4,61982
ringer,23,61983
ringers,3,61984
ringgit,3,61985
ringhausen,2,61986
ringing,71,61987
ringleader,3,61988
ringleaders,2,61989
ringlets,6,61990
ringling,3,61991
ringmaster,8,61992
ringnes,7,61993
ringo,15,61994
ringoes,2,61995
rings,254,61996
ringside,5,61997
ringtone,18,61998
ringtones,4,61999
ringwald,6,62000
ringwood,2,62001
ringz,2,62002
rink,33,62003
rinne,12,62004
rino,6,62005
rinpoche,2,62006
rinse,75,62007
rinsed,27,62008
rinsing,11,62009
rio,98,62010
rioc,2,62011
rioja,6,62012
rionda,2,62013
riorda,3,62014
riordan,16,62015
rios,18,62016
riot,113,62017
rioted,2,62018
rioter,2,62019
rioters,5,62020
rioting,21,62021
riotous,4,62022
riots,80,62023
rip,404,62024
ripa,2,62025
riparian,5,62026
riparians,2,62027
ripe,99,62028
ripen,11,62029
ripened,3,62030
ripening,9,62031
ripens,4,62032
ripken,11,62033
ripley,13,62034
ripleys,2,62035
ripo,2,62036
ripoff,3,62037
ripon,3,62038
ripp,4,62039
ripped,160,62040
ripper,34,62041
rippin,3,62042
ripping,60,62043
ripple,33,62044
rippled,11,62045
ripples,25,62046
rippling,9,62047
rips,16,62048
riptide,2,62049
riri,3,62050
ris,6,62051
risch,2,62052
risd,4,62053
rise,662,62054
risen,111,62055
riser,8,62056
risers,6,62057
rises,103,62058
rishi,5,62059
rishikesh,4,62060
rishis,4,62061
risico,2,62062
rising,379,62063
risk,856,62064
riske,2,62065
risked,12,62066
riskier,7,62067
riskiest,2,62068
risking,26,62069
risks,172,62070
risky,79,62071
rislings,2,62072
risma,3,62073
riso,2,62074
risotto,20,62075
risp,7,62076
risqu,8,62077
risque,3,62078
riss,2,62079
rissad,19,62080
risser,3,62081
rissoto,2,62082
ristelhueber,2,62083
ristorante,4,62084
rit,5,62085
rita,56,62086
ritalin,6,62087
ritallin,2,62088
ritas,4,62089
ritchie,18,62090
rite,130,62091
ritee,2,62092
riteish,3,62093
ritenour,4,62094
rites,25,62095
rith,3,62096
rittenhouse,5,62097
ritter,18,62098
ritual,121,62099
ritualistic,5,62100
ritually,2,62101
rituals,53,62102
ritvo,3,62103
ritz,37,62104
ritzenhein,3,62105
riu,3,62106
riv,2,62107
riva,20,62108
rival,136,62109
rivaldo,3,62110
rivaled,8,62111
rivaling,3,62112
rivalries,12,62113
rivalry,54,62114
rivals,93,62115
rivas,3,62116
riven,5,62117
river,946,62118
rivera,75,62119
riverbank,5,62120
riverbed,8,62121
riverbend,6,62122
riverboat,7,62123
riverdale,7,62124
riverdance,3,62125
riverfront,9,62126
riverhead,2,62127
riverkeeper,2,62128
rivero,3,62129
rivers,139,62130
riverside,48,62131
riverview,7,62132
riverwalk,6,62133
riverwest,7,62134
riveted,8,62135
riveter,2,62136
riveting,21,62137
rivets,4,62138
riviera,25,62139
rivka,2,62140
rivoli,3,62141
rivonia,2,62142
rivulets,4,62143
riwaka,2,62144
rix,2,62145
riyadh,3,62146
riyria,4,62147
rizwan,3,62148
rizz,2,62149
rizzo,13,62150
rj,15,62151
rk,53,62152
rko,2,62153
rkpr,2,62154
rl,8,62155
rlly,11,62156
rls,2,62157
rly,6,62158
rm,101,62159
rmc,2,62160
rmhc,2,62161
rmit,2,62162
rmmil,2,62163
rmoney,2,62164
rms,4,62165
rn,28,62166
rna,2,62167
rnas,2,62168
rnb,6,62169
rnc,10,62170
rnd,19,62171
rnds,2,62172
rng,10,62173
rnr,4,62174
rns,2,62175
ro,25,62176
roa,2,62177
roach,28,62178
roaches,28,62179
road,2177,62180
roadblock,17,62181
roadblocks,18,62182
roadhouse,14,62183
roadid,2,62184
roadie,5,62185
roadies,3,62186
roading,3,62187
roadkill,4,62188
roadlink,2,62189
roadmap,15,62190
roadrant,2,62191
roadrunner,3,62192
roads,278,62193
roadshow,9,62194
roadside,34,62195
roadsides,5,62196
roadster,3,62197
roadtrip,20,62198
roadtripping,2,62199
roadtrips,2,62200
roadway,29,62201
roadways,16,62202
roadwork,4,62203
roadworks,2,62204
roald,11,62205
roam,29,62206
roamed,20,62207
roaming,38,62208
roamy,2,62209
roan,3,62210
roanoke,8,62211
roar,58,62212
roared,25,62213
roaring,39,62214
roars,11,62215
roast,188,62216
roasted,244,62217
roaster,4,62218
roasters,3,62219
roasting,65,62220
roasts,9,62221
roasty,14,62222
rob,301,62223
roback,3,62224
robb,15,62225
robbed,65,62226
robben,7,62227
robber,34,62228
robberies,25,62229
robbers,40,62230
robbery,94,62231
robbie,30,62232
robbing,25,62233
robbins,43,62234
robbinsville,2,62235
robby,3,62236
robe,668,62237
robea,20,62238
robed,3,62239
robeo,39,62240
robeos,2,62241
robes,153,62242
robeso,6,62243
robeson,57,62244
robey,3,62245
robi,7,62246
robie,2,62247
robigalia,4,62248
robin,202,62249
robinette,2,62250
robins,12,62251
robinso,11,62252
robinson,154,62253
robinsons,5,62254
robiskie,3,62255
robitussin,2,62256
robles,19,62257
robo,8,62258
robocall,6,62259
robocalls,3,62260
robocon,4,62261
robocop,3,62262
robogear,2,62263
robot,102,62264
robotham,3,62265
robotic,19,62266
robotically,4,62267
robotics,20,62268
robots,59,62269
robs,10,62270
robson,5,62271
robuchon,2,62272
robust,84,62273
robusta,2,62274
robustness,12,62275
robway,2,62276
roby,10,62277
robyn,32,62278
roc,28,62279
rocca,3,62280
rocco,15,62281
roce,4,62282
roch,2,62283
rocha,8,62284
rochdale,9,62285
roche,10,62286
rochefo,5,62287
rocher,5,62288
rochester,88,62289
rochoux,4,62290
rocio,3,62291
rock,1894,62292
rockabilly,14,62293
rockaway,13,62294
rockaways,3,62295
rockband,3,62296
rockbar,2,62297
rocked,122,62298
rockefeller,25,62299
rockefellers,2,62300
rockenbrant,2,62301
rocker,48,62302
rockers,34,62303
rockery,2,62304
rocket,98,62305
rocketballz,2,62306
rocketed,9,62307
rocketing,8,62308
rocketrobinson,2,62309
rockets,65,62310
rocketship,2,62311
rockfig,4,62312
rockford,12,62313
rockhurst,3,62314
rocki,42,62315
rockie,9,62316
rockier,2,62317
rockies,66,62318
rockin,78,62319
rocking,208,62320
rockland,5,62321
rocko,2,62322
rockpo,3,62323
rockpop,2,62324
rockroll,2,62325
rocks,358,62326
rockside,2,62327
rockstar,26,62328
rockstars,9,62329
rocksteady,2,62330
rocktagon,2,62331
rocktheink,2,62332
rockville,6,62333
rockwall,5,62334
rockwell,15,62335
rockwood,6,62336
rocky,184,62337
rococo,2,62338
rocsi,2,62339
rod,141,62340
roddenberry,3,62341
roddy,9,62342
rode,113,62343
roden,3,62344
rodenbach,4,62345
rodent,7,62346
rodents,13,62347
rodeo,27,62348
rodeos,2,62349
roderick,6,62350
rodger,9,62351
rodgers,80,62352
rodham,9,62353
rodin,8,62354
rodman,5,62355
rodney,35,62356
rodolfo,6,62357
rodrigo,5,62358
rodrigues,5,62359
rodriguez,105,62360
rodriquez,3,62361
rods,26,62362
roe,27,62363
roebuck,3,62364
roederer,3,62365
roehampton,3,62366
roehr,2,62367
roemer,2,62368
roenicke,12,62369
roeper,2,62370
roes,3,62371
roethlisberger,4,62372
rof,5,62373
roff,3,62374
rofl,24,62375
roflol,2,62376
roft,2,62377
rogaland,3,62378
rogan,9,62379
rogen,4,62380
roger,207,62381
rogers,121,62382
roget,2,62383
rogo,2,62384
rogue,76,62385
rogues,7,62386
roh,9,62387
rohan,2,62388
rohini,3,62389
rohit,7,62390
rohmer,4,62391
rohn,19,62392
rohrabacher,2,62393
rohrbach,2,62394
rohypnol,3,62395
roi,32,62396
roid,2,62397
roids,5,62398
roiled,3,62399
roiling,2,62400
roiphe,3,62401
rojas,7,62402
rojo,4,62403
rok,2,62404
roker,3,62405
roku,15,62406
roland,44,62407
rolando,3,62408
role,1214,62409
rolemodel,2,62410
rolen,2,62411
rolento,2,62412
roleplay,3,62413
roleplaying,11,62414
roles,250,62415
rolex,6,62416
rolf,6,62417
roli,2,62418
roll,985,62419
rolla,2,62420
rollback,3,62421
rollcall,2,62422
rolle,6,62423
rolled,318,62424
roller,150,62425
rollerblades,3,62426
rollerblading,2,62427
rollercoaster,27,62428
rollercoasters,3,62429
rollergirls,8,62430
rollerjam,2,62431
rollers,21,62432
rollerskate,2,62433
rollerskating,2,62434
rolli,12,62435
rollicking,10,62436
rollie,2,62437
rollin,19,62438
rolling,446,62439
rollingstones,2,62440
rollins,11,62441
rollo,4,62442
rollout,7,62443
rollover,10,62444
rollovers,2,62445
rolls,273,62446
rolly,10,62447
rolodex,2,62448
rolos,2,62449
roly,3,62450
rom,45,62451
roma,30,62452
romain,6,62453
romaine,17,62454
roman,257,62455
romana,3,62456
romance,383,62457
romanced,3,62458
romances,35,62459
romanelli,2,62460
romanesco,2,62461
romania,22,62462
romanian,11,62463
romanini,3,62464
romano,9,62465
romanoff,3,62466
romanovs,2,62467
romanowski,3,62468
romans,147,62469
romantic,350,62470
romantica,5,62471
romantically,11,62472
romanticism,10,62473
romanticize,3,62474
romanticized,3,62475
romantics,5,62476
romar,2,62477
romas,2,62478
romatic,2,62479
rome,184,62480
romeo,47,62481
romeos,3,62482
romer,2,62483
romero,23,62484
rometty,2,62485
romina,2,62486
romish,2,62487
rommel,2,62488
romney,731,62489
